"name","city","state","zip","phone","website","instagram","email","email_source","google_review_count","google_star_rating","address","gbp_url","categories","top_competitor_1_name","top_competitor_1_reviews","top_competitor_1_stars","top_competitor_1_distance","top_competitor_2_name","top_competitor_2_reviews","top_competitor_2_stars","top_competitor_2_distance","top_competitor_3_name","top_competitor_3_reviews","top_competitor_3_stars","top_competitor_3_distance","notes","call_status","call_attempts","last_attempted"
"Modern Medical Aesthetics St. Petersburg","St. Petersburg","Florida","33716","(727) 362-4101","https://modernmedicalfl.com/","","","","175","5.0","104 Main St N, St. Petersburg, FL 33716","https://www.google.com/maps/search/?api=1&query=Modern%20Medical%20Aesthetics%20St.%20Petersburg&query_place_id=ChIJExmizNjlwogRZvfUtKC5BDg","Medical spa; Facial spa; Laser hair removal service; Skin care clinic","iConcierge Med Spa","380","5.0","2.46","Skinspirations","307","4.9","0.24","Indulgence Medical Day Spa","277","4.9","2.87","","not_called","0",""
"Coco Med Spa","St. Petersburg","Florida","33701","(727) 954-6166","http://www.cocomedspa.com/","","","","351","5.0","327 11th Ave N Suite 104, St. Petersburg, FL 33701","https://www.google.com/maps/search/?api=1&query=Coco%20Med%20Spa&query_place_id=ChIJPfMLZgDhwogRSa5PPP3VhKk","Medical spa; Facial spa; Laser hair removal service; Medical clinic; Skin care clinic; Waxing hair removal service","St Pete Wellness & MedSpa","1745","5.0","0.68","Glow St. Pete Med Spa","985","5.0","1.05","LJ Aesthetics Medicine, LLC","219","5.0","0.56","","not_called","0",""
"Moxy Medical Spa","St. Petersburg","Florida","33705","(727) 373-8008","http://moxymedicalspa.com/","","","","180","5.0","1010 Central Ave STE 107, St. Petersburg, FL 33705","https://www.google.com/maps/search/?api=1&query=Moxy%20Medical%20Spa&query_place_id=ChIJ7UHYHCriwogR3872H7mQBGA","Medical spa; Spa","St Pete Wellness & MedSpa","1745","5.0","0.96","Coco Med Spa","351","5.0","1.07","AR Aesthetics","164","5.0","0.6","","not_called","0",""
"Perfect Dose","Scottsdale","Arizona","85253","(480) 823-0119","https://www.theperfectdose.com/","","","","427","5.0","6590 N Scottsdale Rd, Scottsdale, AZ 85253","https://www.google.com/maps/search/?api=1&query=Perfect%20Dose&query_place_id=ChIJxwDKvDgLK4cRvAL6MjKaTDU","Medical spa","Clear Dermatology & Aesthetics Center - Paradise Valley","831","4.9","0.18","Esthetic Finesse","553","5.0","1.13","Elite Medspa Scottsdale","324","4.8","0.45","","not_called","0",""
"Cult Aesthetics","St. Petersburg","Florida","33713","","http://www.cultmedspa.com/","","natalie@cultmedspa.com","contact_page","79","5.0","2865 Central Ave, St. Petersburg, FL 33713","https://www.google.com/maps/search/?api=1&query=Cult%20Aesthetics&query_place_id=ChIJ3c28KBsBdqsR9BPEt-Aw7EQ","Medical spa","Moxy Medical Spa","180","5.0","1.45","AR Aesthetics","164","5.0","1.57","Optimal Wellness St. Pete","136","5.0","1.01","","not_called","0",""
"Aesthetic skin studio","Clearwater","Florida","33756","(727) 418-1684","https://aestheticskinstudioclearwater.com/","","aestheticskinstudiobyval@gmail.com","contact_page","117","4.9","710 S Ft Harrison Ave, Clearwater, FL 33756","https://www.google.com/maps/search/?api=1&query=Aesthetic%20skin%20studio&query_place_id=ChIJG3vaC6XxwogR3_OnXkUclTc","Medical spa","Golden Glow Medical Spa","847","4.8","2.77","Radiance Medspa","248","4.8","3.07","Aria Med Spa","115","5.0","1.99","","not_called","0",""
"Indulgence Medical Day Spa","St. Petersburg","Florida","33702","(727) 577-9250","https://www.indulgencemedicaldayspa.com/?utm_source=google&utm_medium=local&utm_campaign=gbp","","info@indulgencemedicaldayspa.com","contact_page","277","4.9","9210 4th St N, St. Petersburg, FL 33702","https://www.google.com/maps/search/?api=1&query=Indulgence%20Medical%20Day%20Spa&query_place_id=ChIJUROb6prmwogRG9JGBoSvP7I","Medical spa; Day spa; Hair removal service; Health spa; IV therapy service; Laser hair removal service; Massage spa; Permanent make-up clinic; Skin care clinic; Weight loss service","Glow St. Pete Med Spa","985","5.0","3.98","iConcierge Med Spa","380","5.0","0.46","Skinspirations","307","4.9","3.03","","not_called","0",""
"St. Pete Aesthetics | The Medical Spa Experts","St. Petersburg","Florida","33702","(727) 291-4167","https://buffaloaesthetics.com/locations/st-pete-aesthetics/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb-st-petersburg","","","","202","5.0","7005 4th St N #1, St. Petersburg, FL 33702","https://www.google.com/maps/search/?api=1&query=St.%20Pete%20Aesthetics%20%7C%20The%20Medical%20Spa%20Experts&query_place_id=ChIJPesttGvnwogR7mq7-E59wXk","Medical spa; Facial spa; Laser hair removal service; Skin care clinic","Glow St. Pete Med Spa","985","5.0","2.58","iConcierge Med Spa","380","5.0","1.85","Indulgence Medical Day Spa","277","4.9","1.4","","not_called","0",""
"Ultimate Image Cosmetic Medical Center","Clearwater","Florida","33761","(727) 799-7000","http://www.ultimateimagetampabay.com/","","example@mysite.com","contact_page","327","4.6","2750 McMullen Booth Rd STE 101, Clearwater, FL 33761","https://www.google.com/maps/search/?api=1&query=Ultimate%20Image%20Cosmetic%20Medical%20Center&query_place_id=ChIJu0cWHHTywogRVrnizhW4QB8","Medical spa; Doctor; Skin care clinic; Spa","RedBamboo Medi-Spa","222","4.7","0.54","The Garden Medical Spa, Wellness & Massage","207","4.6","1.11","Revive Medical Spa LLC.","160","5.0","0.03","","not_called","0",""
"AR Aesthetics","St. Petersburg","Florida","33705","(727) 203-5544","http://www.ar-aesthetics.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","","","","164","5.0","1025 7th Ave N, St. Petersburg, FL 33705","https://www.google.com/maps/search/?api=1&query=AR%20Aesthetics&query_place_id=ChIJuzRShG7jwogRryswjMAzX-E","Medical spa; Beauty salon; Cosmetic surgeon; Facial spa; Skin care clinic; Spa; Weight loss service","Coco Med Spa","351","5.0","0.68","LJ Aesthetics Medicine, LLC","219","5.0","0.51","Moxy Medical Spa","180","5.0","0.6","","not_called","0",""
"Lueur Aesthetics","Clearwater","Florida","33765","(727) 592-5414","https://lueuraesthetics360.com/","","info@lueuraesthetics360.com","contact_page","113","4.9","1822 Drew St Suite 105, Clearwater, FL 33765","https://www.google.com/maps/search/?api=1&query=Lueur%20Aesthetics&query_place_id=ChIJLVlzuR7zwogRRZsEBgzBt1s","Medical spa","Lux Injectables","220","4.8","2.27","Aesthetic skin studio","117","4.9","2.46","Aria Med Spa","115","5.0","2.24","","not_called","0",""
"Aria Med Spa","Clearwater","Florida","33756","(727) 509-3077","https://aria-medspa.com/","","","","115","5.0","1481 Belleair Rd, Clearwater, FL 33756","https://www.google.com/maps/search/?api=1&query=Aria%20Med%20Spa&query_place_id=ChIJX8BL2afxwogRHJMlJcs_Z00","Medical spa; Dermatologist; Facial spa; Laser hair removal service; Permanent make-up clinic; Skin care clinic; Waxing hair removal service; Weight loss service","Golden Glow Medical Spa","847","4.8","1.88","Aesthetic skin studio","117","4.9","1.99","Lueur Aesthetics","113","4.9","2.24","","not_called","0",""
"Hermann Aesthetics & Wellness","St. Petersburg","Florida","33710","(727) 278-3992","https://doctorhermann.com/","","email@domain.com","contact_page","349","4.9","6387 Central Ave, St. Petersburg, FL 33710","https://www.google.com/maps/search/?api=1&query=Hermann%20Aesthetics%20%26%20Wellness&query_place_id=ChIJk-DaeNDiwogRs0Wt-8ad9A8","Medical spa; Beauty product supplier; Wellness center","Optimal Wellness St. Pete","136","5.0","4.18","Elase Medical Spa - St. Pete","119","5.0","3.77","Cult Aesthetics","79","5.0","3.16","","not_called","0",""
"Golden Glow Medical Spa","Largo","Florida","33770","(727) 683-0894","http://www.goldenglowmedicalspa.com/","","info@goldenglowmedicalspa.com","contact_page","847","4.8","150 Clearwater Largo Rd #3, Largo, FL 33770","https://www.google.com/maps/search/?api=1&query=Golden%20Glow%20Medical%20Spa&query_place_id=ChIJK1nYiHP6wogRnzI7wseVB1k","Medical spa; Body shaping class; Cosmetics industry; Facial spa; Health spa; Laser hair removal service; Skin care clinic","Radiance Medspa","248","4.8","1.4","Nu Age Aesthetics","157","4.9","3.51","Aesthetic skin studio","117","4.9","2.77","","not_called","0",""
"Goldfingers Aesthetics of Clearwater","Clearwater","Florida","33761","(727) 378-9338","https://www.goldfingersaesthetics.com/clearwater/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb","","","","124","4.9","2745 FL-580 #101, Clearwater, FL 33761","https://www.google.com/maps/search/?api=1&query=Goldfingers%20Aesthetics%20of%20Clearwater&query_place_id=ChIJoeGSBI_twogRCjVmSzgIumg","Medical spa; Permanent make-up clinic; Skin care clinic","Ultimate Image Cosmetic Medical Center","327","4.6","0.08","RedBamboo Medi-Spa","222","4.7","0.51","The Garden Medical Spa, Wellness & Massage","207","4.6","1.14","","not_called","0",""
"Ageless Advanced Aesthetics","Clearwater","Florida","33761","(727) 240-1763","http://www.agelessadvancedaesthetics.com/","","info@aaaface.com","contact_page","67","5.0","2719 FL-580, Clearwater, FL 33761","https://www.google.com/maps/search/?api=1&query=Ageless%20Advanced%20Aesthetics&query_place_id=ChIJAwreBYvuwogRUU5V0TnUHCA","Medical spa","Ultimate Image Cosmetic Medical Center","327","4.6","0.18","RedBamboo Medi-Spa","222","4.7","0.47","The Garden Medical Spa, Wellness & Massage","207","4.6","1.2","","not_called","0",""
"Lux Injectables","Clearwater","Florida","33765","(727) 698-8225","http://luxinjectables.com/?utm_campaign=gmb-posts&utm_medium=organic&utm_source=organic","","contact@luxinjectables.com","contact_page","220","4.8","2500 Sunset Point Rd, Clearwater, FL 33765","https://www.google.com/maps/search/?api=1&query=Lux%20Injectables&query_place_id=ChIJFZiD0mbxwogRU4mzV5wiXCI","Medical spa; Facial spa; Skin care clinic","RedBamboo Medi-Spa","222","4.7","2.13","Lueur Aesthetics","113","4.9","2.27","Venus Med Spa","105","4.7","1.55","","not_called","0",""
"Revive Medical Spa LLC.","Clearwater","Florida","33761","(727) 218-8364","https://www.myrevivespa.com/","","revivemedspaclearwater@gmail.com","contact_page","160","5.0","3090 Charles Ave, Clearwater, FL 33761","https://www.google.com/maps/search/?api=1&query=Revive%20Medical%20Spa%20LLC.&query_place_id=ChIJs6AmDgbtwogRqdDw-IPFNZk","Medical spa","Ultimate Image Cosmetic Medical Center","327","4.6","0.03","RedBamboo Medi-Spa","222","4.7","0.5","The Garden Medical Spa, Wellness & Massage","207","4.6","1.14","","not_called","0",""
"Onyxx Wellness and Aesthetics","Clearwater","Florida","33756","(727) 325-2773","https://www.onyxxwa.com/","","contact@onyxxwa.com","contact_page","97","4.8","1000 Lakeview Rd Suite 3, Clearwater, FL 33756","https://www.google.com/maps/search/?api=1&query=Onyxx%20Wellness%20and%20Aesthetics&query_place_id=ChIJgTX2v2PxwogRqoOgV9RpDbY","Medical spa; Laser hair removal service; Skin care clinic; Spa; Weight loss service; Wellness center","Golden Glow Medical Spa","847","4.8","2.27","Radiance Medspa","248","4.8","2.85","Aesthetic skin studio","117","4.9","0.68","","not_called","0",""
"Skinspirations","Clearwater","Florida","33762","(727) 571-1923","https://www.skinspirations.com/","","info@skinspirations.com","contact_page","307","4.9","13577 Feather Sound Dr Suite 350, Clearwater, FL 33762","https://www.google.com/maps/search/?api=1&query=Skinspirations&query_place_id=ChIJfXBSQ-jlwogR2Ydc-cN6l3w","Medical spa; Doctor; Laser hair removal service; Skin care clinic; Tattoo removal service","iConcierge Med Spa","380","5.0","2.61","Indulgence Medical Day Spa","277","4.9","3.03","St. Pete Aesthetics | The Medical Spa Experts","202","5.0","4.34","","not_called","0",""
"Atlanta MediSpa & Surgery Center - East Cobb","Marietta","Georgia","30068","(678) 213-2220","http://www.atlantamedispa.com/","","PhysiciansAesthetics@gmail.com","contact_page","167","4.8","1232 Johnson Ferry Rd, Marietta, GA 30068","https://www.google.com/maps/search/?api=1&query=Atlanta%20MediSpa%20%26%20Surgery%20Center%20-%20East%20Cobb&query_place_id=ChIJG_KTfp4N9YgRy66Q9xHSTnk","Medical spa; Hair transplantation clinic; Laser hair removal service; Medical office; Skin care clinic; Weight loss service","OPAL Aesthetics - East Cobb","557","5.0","0.41","OVME","251","4.9","0.33","dermani MEDSPA® East Cobb","173","4.9","0.35","","not_called","0",""
"Refinery21 Studio","Marietta","Georgia","30064","(678) 324-7760","https://refinery21-studio.zoca.com/?utm_source=googlemaps&utm_medium=googlemapsprofile&utm_campaign=googlemaps","","refinery21studio@gmail.com","contact_page","302","5.0","999 Whitlock Ave NW UNIT 12, Marietta, GA 30064","https://www.google.com/maps/search/?api=1&query=Refinery21%20Studio&query_place_id=ChIJ7S3jXWQ_9YgRAZMETUp6UII","Facial spa; Beauty salon; Eyebrow bar; Eyelash salon; Massage spa; Medical spa; Skin care clinic; Spa; Waxing hair removal service","Marietta Plastic Surgery","1038","4.9","2.08","New You Aesthetic","422","5.0","5.21","Signature Image Atlanta","115","4.9","2.57","","not_called","0",""
"The Garden Medical Spa, Wellness & Massage","Clearwater","Florida","33761","(727) 330-7548","https://www.thegardenmedspa.com/about-us/our-clearwater-med-spa/?utm_source=google&utm_medium=local&utm_campaign=clearwater-practice-website","","","","207","4.6","3165 McMullen Booth Rd, Clearwater, FL 33761","https://www.google.com/maps/search/?api=1&query=The%20Garden%20Medical%20Spa%2C%20Wellness%20%26%20Massage&query_place_id=ChIJ9-NTTL_twogRlzziAdw2_JE","Medical spa; Facial spa; Massage spa; Skin care clinic; Tattoo removal service","Ultimate Image Cosmetic Medical Center","327","4.6","1.11","RedBamboo Medi-Spa","222","4.7","1.64","Revive Medical Spa LLC.","160","5.0","1.14","","not_called","0",""
"DrSkin Plastic Surgery, Regenerative & Medical Spa","Gilbert","Arizona","85234","(602) 726-4218","https://drskinmedspa.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb","","","","65","5.0","1458 N Higley Rd Suite 102, Gilbert, AZ 85234","https://www.google.com/maps/search/?api=1&query=DrSkin%20Plastic%20Surgery%2C%20Regenerative%20%26%20Medical%20Spa&query_place_id=ChIJH0jgWR2vK4cRrKAySj2byyk","Medical spa; Plastic surgery clinic; Wellness center","Alani Skin MD","1394","4.9","1.51","Frost Aesthetics & Wellness","289","5.0","1.6","Karma Aesthetics and Wellness","274","5.0","0.89","","not_called","0",""
"Jackie La Croix","Glastonbury","Connecticut","06033","(860) 885-8860","https://mysite.vagaro.com/jackielacroix","","","","173","5.0","74 New London Turnpike, Glastonbury, CT 06033","https://www.google.com/maps/search/?api=1&query=Jackie%20La%20Croix&query_place_id=ChIJnWor4SRR5okRdIq9dyYrciI","Skin care clinic; Electrolysis hair removal service","Restore Hyper Wellness","235","4.8","8.74","Radiant Beauty & Health West Hartford","155","4.5","7.82","","0","0.0","0.0","","not_called","0",""
"Skinology Wellness & Aesthetics","Clearwater","Florida","33759","(727) 232-4648","http://skinologycenter.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb","","","","95","4.9","2970 Gulf to Bay Blvd C, Clearwater, FL 33759","https://www.google.com/maps/search/?api=1&query=Skinology%20Wellness%20%26%20Aesthetics&query_place_id=ChIJH0fL-VDvwogRBRdxahAxWkY","Medical spa; Facial spa; Laser hair removal service; Weight loss service","RedBamboo Medi-Spa","222","4.7","3.63","Lux Injectables","220","4.8","2.37","Nu Age Aesthetics","157","4.9","3.49","","not_called","0",""
"Lumière Aesthetics & Wellness","Nashville","Tennessee","37204","(615) 645-2120","http://www.lumiereaesthetics.co/","","support@lumiereaesthetics.co","contact_page","60","5.0","810 Gale Park Ln #106, Nashville, TN 37204","https://www.google.com/maps/search/?api=1&query=Lumi%C3%A8re%20Aesthetics%20%26%20Wellness&query_place_id=ChIJ7RHiCI9lZIgR7kq5SnbnDSY","Medical spa","Skin Pharm","509","5.0","1.65","Melrose Aesthetics","198","5.0","0.62","Anastacia Aesthetics","101","4.9","1.22","","not_called","0",""
"Radiance Medspa","Belleair Bluffs","Florida","33770","(727) 518-7100","https://www.radiancemedspa.com/?utm_source=google&utm_medium=local&utm_campaign=gbpbelleairbluffs","","","","248","4.8","2894 W Bay Dr, Belleair Bluffs, FL 33770","https://www.google.com/maps/search/?api=1&query=Radiance%20Medspa&query_place_id=ChIJ-xLsrAP6wogRj-_xcTV_55w","Medical spa; Laser hair removal service; Skin care clinic","Golden Glow Medical Spa","847","4.8","1.4","Nu Age Aesthetics","157","4.9","4.9","Aesthetic skin studio","117","4.9","3.07","","not_called","0",""
"Uptown Medispa","Phoenix","Arizona","85020","(626) 714-1070","http://www.uptownmedispa.com/","","","","74","4.8","1825 E Northern Ave Suite 200, Phoenix, AZ 85020","https://www.google.com/maps/search/?api=1&query=Uptown%20Medispa&query_place_id=ChIJ_4kDqZhyK4cRc8FMw2dsywU","Medical spa; Facial spa; Laser hair removal service; Waxing hair removal service; Weight loss service; Wellness center","Morph Aesthetics","197","5.0","2.8","Sculpt AZ Medspa","167","5.0","2.41","NK Aesthetics","159","5.0","0.91","","not_called","0",""
"Melrose Aesthetics","Nashville","Tennessee","37204","(615) 592-1989","https://www.melroseaesthetics.com/","","info@melroseaesthetics.com","contact_page","198","5.0","805 Bradford Ave, Nashville, TN 37204","https://www.google.com/maps/search/?api=1&query=Melrose%20Aesthetics&query_place_id=ChIJub5VGQJlZIgRI4PrSNXabJg","Medical spa; Skin care clinic","Skin Pharm","509","5.0","1.41","Anastacia Aesthetics","101","4.9","1.3","Radianté Spa Nashville","95","5.0","1.26","","not_called","0",""
"SLK Aesthetic Medicine","Nashville","Tennessee","37209","(615) 647-5951","https://slkclinic.com/slk-clinic-nashville/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=SLK-Aesthetic-Medicine-Nashville&utm_content=website","","","","349","4.9","5202 Centennial Blvd Suite 110, Nashville, TN 37209","https://www.google.com/maps/search/?api=1&query=SLK%20Aesthetic%20Medicine&query_place_id=ChIJkbB8w0RhZIgRO6PNhMTpDaA","Medical spa; Skin care clinic","ElaMar Nashville","647","5.0","1.15","Hi, Finch","406","5.0","0.12","Smiley Aesthetics Training Facility & Med Spa – Nashville","223","5.0","1.16","","not_called","0",""
"Reflection Aesthetics Co","Nashville","Tennessee","37208","(615) 695-9302","https://reflectionaestheticsco.com/","","info@reflectionaestheticsco.com","contact_page","120","5.0","1216 4th Ave N STE 108, Nashville, TN 37208","https://www.google.com/maps/search/?api=1&query=Reflection%20Aesthetics%20Co&query_place_id=ChIJYXIAtgRhZIgRSpjbl1owRLg","Medical spa; Skin care clinic","NakedMD Med Spa Nashville","629","4.8","1.86","The Aesthetics Club Nashville - By Nash Injections by Hannah","275","5.0","0.13","Toxxology®","131","5.0","0.52","","not_called","0",""
"Hatef Aesthetics & Plastic Surgery","Nashville","Tennessee","37205","(615) 678-6273","http://hatefaesthetics.com/","","user@domain.com","contact_page","450","4.9","6200 TN-100 Suite 101, Nashville, TN 37205","https://www.google.com/maps/search/?api=1&query=Hatef%20Aesthetics%20%26%20Plastic%20Surgery&query_place_id=ChIJ3X506m1jZIgREtu-GHeedvQ","Medical spa; Laser hair removal service; Plastic surgery clinic; Skin care clinic","OVME","284","4.8","3.17","Skin MB","231","5.0","3.16","Smiley Aesthetics Training Facility & Med Spa – Nashville","223","5.0","3.69","","not_called","0",""
